,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1294,LP002295,Male,Yes,0,Graduate,No,5726,4595,258,360,1,Semiurban,N
1295,LP002296,Male,No,0,Not Graduate,No,3200,2254,126,180,0,Urban,N
1296,LP002297,Male,Yes,1,Graduate,No,10750,0,312,360,1,Urban,Y
1297,LP002298,Male,Yes,3+,Not Graduate,Yes,7100,0,125,60,1,Urban,Y
1298,LP002299,Female,No,0,Graduate,No,4300,0,136,360,0,Semiurban,N
1299,LP002300,Male,Yes,0,Graduate,No,3208,3066,172,360,1,Urban,Y
1300,LP002301,Male,Yes,2,Not Graduate,Yes,1875,1875,97,360,1,Semiurban,Y
1301,LP002302,Male,No,0,Graduate,No,3500,0,81,300,1,Semiurban,Y
1302,LP002303,Male,Yes,3+,Not Graduate,No,4755,0,95,334,0,Semiurban,N
1303,LP002304,Male,Yes,3+,Graduate,Yes,5266,1774,187,360,1,Semiurban,Y
1304,LP002305,Male,No,0,Graduate,No,3750,0,113,480,1,Urban,N
1305,LP002306,Male,No,0,Graduate,No,3750,4750,176,360,1,Urban,N
1306,LP002307,Male,Yes,1,Graduate,Yes,1000,3022,110,360,1,Urban,N
1307,LP002308,Male,Yes,3+,Graduate,No,3167,4000,180,300,0,Semiurban,N
1308,LP002309,Male,Yes,3+,Not Graduate,Yes,3333,2166,130,360,0.83661879,Semiurban,Y
1309,LP002310,Female,No,0,Graduate,No,3846,0,111,360,1,Semiurban,Y
1310,LP002311,Male,Yes,1,Graduate,Yes,2395,0,141,360,1,Semiurban,Y
1311,LP002312,Female,Yes,2,Graduate,No,1378,1881,167,360,1,Urban,N
1312,LP002313,Male,Yes,0,Graduate,No,6000,2250,265,360,0.83661879,Semiurban,N
1313,LP002314,Male,Yes,1,Graduate,No,3988,0,50,240,1,Urban,Y
1314,LP002315,Male,No,0,Graduate,No,2366,2531,136,360,1,Semiurban,Y
1315,LP002316,Male,Yes,2,Not Graduate,No,3333,2000,99,360,0.83661879,Semiurban,Y
1316,LP002317,Male,Yes,0,Graduate,No,2500,2118,104,360,1,Semiurban,Y
1317,LP002318,Male,No,0,Graduate,No,8566,0,210,360,1,Urban,Y
1318,LP002319,Male,Yes,0,Graduate,No,5695,4167,175,360,1,Semiurban,Y
1319,LP002320,Male,Yes,0,Graduate,No,2958,2900,131,360,1,Semiurban,Y
1320,LP002321,Male,Yes,2,Graduate,No,6250,5654,188,180,1,Semiurban,Y
1321,LP002322,Male,Yes,2,Not Graduate,No,3273,1820,81,360,1,Urban,Y
1322,LP002323,Male,No,0,Graduate,No,4133,0,122,360,1,Semiurban,Y
1323,LP002324,Male,No,0,Not Graduate,No,3620,0,25,120,1,Semiurban,Y
1324,LP002325,Male,No,0,Graduate,Yes,6782,0,141,360,0.83661879,Urban,N
1325,LP002326,Female,Yes,0,Graduate,No,2484,2302,137,360,1,Semiurban,Y
1326,LP002327,Male,Yes,0,Graduate,No,1977,997,50,360,1,Semiurban,Y
1327,LP002328,Male,Yes,0,Not Graduate,No,4188,0,115,180,1,Semiurban,Y
1328,LP002329,Male,Yes,0,Graduate,No,1759,3541,131,360,1,Semiurban,Y
1329,LP002330,Male,Yes,2,Not Graduate,No,4288,3263,133,180,1,Urban,Y
1330,LP002331,Male,No,0,Graduate,No,4843,3806,151,360,1,Semiurban,Y
1331,LP002332,Male,Yes,0,Graduate,No,13650,0,141,360,1,Urban,Y
1332,LP002333,Male,Yes,0,Graduate,No,4652,3583,141,360,1,Semiurban,Y
1333,LP002334,Male,Yes,0,Graduate,No,3816,754,160,360,1,Urban,Y
1334,LP002335,Male,Yes,1,Graduate,No,3052,1030,100,360,1,Urban,Y
1335,LP002336,Male,Yes,2,Graduate,No,11417,1126,225,360,1,Urban,Y
1336,LP002337,Male,No,0,Not Graduate,Yes,7333,0,120,360,1,Rural,N
1337,LP002338,Male,Yes,2,Graduate,No,3800,3600,216,360,0,Urban,N
1338,LP002339,Male,Yes,3+,Not Graduate,No,2071,754,94,480,1,Semiurban,Y
1339,LP002340,Male,No,0,Graduate,No,5316,0,136,360,1,Urban,Y
1340,LP002341,Female,Yes,0,Graduate,Yes,2929,2333,139,360,1,Semiurban,Y
1341,LP002342,Male,Yes,0,Not Graduate,No,3572,4114,152,334,0,Rural,N
1342,LP002343,Female,No,1,Graduate,Yes,7451,0,141,360,1,Semiurban,Y
1343,LP002344,Male,No,0,Graduate,Yes,5050,0,118,360,1,Semiurban,Y
1344,LP002345,Male,Yes,1,Graduate,No,14583,0,185,180,1,Rural,Y
1345,LP002346,Female,Yes,0,Graduate,No,3167,2283,154,360,1,Semiurban,Y
1346,LP002347,Male,Yes,1,Graduate,No,2214,1398,85,360,0.83661879,Urban,Y
1347,LP002348,Male,Yes,0,Graduate,No,5568,2142,175,360,1,Rural,N
1348,LP002349,Female,No,0,Graduate,No,10408,0,259,360,1,Urban,Y
1349,LP002350,Male,Yes,0,Graduate,No,5667,2667,180,360,1,Rural,Y
1350,LP002351,Female,No,0,Graduate,No,4166,0,44,360,1,Semiurban,Y
1351,LP002352,Female,No,0,Graduate,No,2137,8980,137,360,0,Semiurban,Y
1352,LP002353,Male,Yes,2,Graduate,No,2957,0,81,360,1,Semiurban,Y
1353,LP002354,Male,Yes,0,Not Graduate,No,4300,2014,194,360,1,Rural,Y
1354,LP002355,Female,No,0,Graduate,No,3692,0,93,360,0.83661879,Rural,Y
1355,LP002356,Male,Yes,3+,Graduate,No,23803,0,370,360,1,Rural,Y
1356,LP002357,Male,No,0,Graduate,No,3865,1640,141,360,1,Rural,Y
1357,LP002358,Male,Yes,1,Graduate,Yes,10513,3850,160,180,0,Urban,N
1358,LP002359,Male,Yes,0,Graduate,No,6080,2569,182,360,0.83661879,Rural,N
1359,LP002360,Male,No,0,Graduate,Yes,20166,0,650,480,0.83661879,Urban,Y
1360,LP002361,Male,No,0,Graduate,No,2014,1929,74,360,1,Urban,Y
1361,LP002362,Male,No,0,Graduate,No,2718,0,70,360,1,Semiurban,Y
1362,LP002363,Male,Yes,0,Graduate,Yes,3459,0,25,120,1,Semiurban,Y
1363,LP002364,Male,No,0,Graduate,No,4895,0,102,360,1,Semiurban,Y
1364,LP002365,Male,Yes,3+,Graduate,No,4000,7750,290,360,1,Semiurban,N
1365,LP002366,Female,Yes,0,Graduate,No,4583,0,84,360,1,Rural,N
1366,LP002367,Male,Yes,2,Graduate,Yes,3316,3500,88,360,1,Urban,Y
1367,LP002368,Male,No,0,Graduate,No,14999,0,242,360,0,Semiurban,N
1368,LP002369,Male,Yes,2,Not Graduate,No,4200,1430,129,360,1,Rural,N
1369,LP002370,Male,Yes,2,Graduate,No,5042,2083,185,360,1,Rural,N
1370,LP002371,Male,No,0,Graduate,No,5417,0,168,360,1,Urban,Y
1371,LP002372,Male,No,0,Graduate,Yes,6950,0,175,180,1,Semiurban,Y
1372,LP002373,Male,Yes,0,Graduate,No,2698,2034,122,360,1,Semiurban,Y
1373,LP002374,Male,Yes,2,Graduate,No,11757,0,187,180,1,Urban,Y
1374,LP002375,Female,Yes,0,Graduate,No,2330,4486,100,360,1,Semiurban,Y
1375,LP002376,Female,Yes,2,Graduate,No,14866,0,70,360,1,Urban,Y
1376,LP002377,Male,Yes,1,Graduate,No,1538,1425,30,360,1,Urban,Y
1377,LP002378,Female,No,0,Graduate,No,10000,1666,225,360,1,Rural,N
1378,LP002379,Male,Yes,0,Graduate,No,4860,830,125,360,1,Semiurban,Y
1379,LP002380,Male,No,0,Graduate,No,6277,0,118,360,0,Rural,N
1380,LP002381,Male,Yes,0,Graduate,Yes,2577,3750,152,360,1,Rural,Y
1381,LP002382,Male,No,0,Graduate,No,9166,0,244,360,1,Urban,N
1382,LP002383,Male,Yes,2,Not Graduate,No,2281,0,113,360,1,Rural,N
1383,LP002384,Male,No,0,Graduate,No,3254,0,50,360,1,Urban,Y
1384,LP002385,Male,Yes,3+,Graduate,No,39999,0,600,180,0,Semiurban,Y
1385,LP002386,Male,Yes,1,Graduate,No,6000,0,160,360,0.83661879,Rural,Y
1386,LP002387,Male,Yes,1,Graduate,No,9538,0,187,360,1,Urban,Y
1387,LP002388,Male,No,0,Graduate,Yes,2980,2083,120,360,1,Rural,Y
1388,LP002389,Male,Yes,0,Graduate,No,4583,5625,255,360,1,Semiurban,Y
1389,LP002390,Male,Yes,0,Not Graduate,No,1863,1041,98,360,1,Semiurban,Y
1390,LP002391,Male,Yes,0,Graduate,No,7933,0,275,360,1,Urban,N
1391,LP002392,Male,Yes,1,Graduate,No,3089,1280,121,360,0,Semiurban,N
1392,LP002393,Male,Yes,2,Graduate,No,4167,1447,158,360,1,Rural,Y
1393,LP002394,Male,Yes,0,Graduate,No,9323,0,75,180,1,Urban,Y
1394,LP002395,Male,Yes,0,Graduate,No,3707,3166,182,334,1,Rural,Y
1395,LP002396,Female,Yes,0,Graduate,No,4583,0,112,360,1,Rural,N
1396,LP002397,Male,Yes,0,Graduate,No,2439,3333,129,360,1,Rural,Y
1397,LP002398,Male,No,0,Graduate,No,2237,0,63,480,0,Semiurban,N
1398,LP002399,Male,Yes,2,Graduate,No,8000,0,200,360,1,Semiurban,Y
1399,LP002400,Male,Yes,0,Not Graduate,Yes,1820,1769,95,360,1,Rural,Y
1400,LP002401,Male,Yes,3+,Graduate,No,51763,0,700,300,1,Urban,Y
1401,LP002402,Male,Yes,3+,Not Graduate,No,3522,0,81,180,1,Rural,N
1402,LP002403,Male,Yes,0,Graduate,No,5708,5625,187,360,1,Semiurban,Y
1403,LP002404,Male,Yes,0,Not Graduate,Yes,4344,736,87,360,1,Semiurban,N
1404,LP002405,Male,Yes,0,Graduate,No,3497,1964,116,360,1,Rural,Y
1405,LP002406,Male,Yes,2,Graduate,No,2045,1619,101,360,1,Rural,Y
1406,LP002407,Male,Yes,3+,Graduate,No,5516,11300,495,360,0,Semiurban,N
1407,LP002408,Male,Yes,1,Graduate,No,3750,0,116,360,1,Semiurban,Y
1408,LP002409,Male,No,0,Not Graduate,No,2333,1451,102,480,0,Urban,N
1409,LP002410,Male,Yes,1,Graduate,No,6400,7250,180,360,0,Urban,N
1410,LP002411,Male,No,0,Graduate,No,1916,5063,67,360,0.83661879,Rural,N
1411,LP002412,Male,Yes,0,Graduate,No,4600,0,73,180,1,Semiurban,Y
1412,LP002413,Male,Yes,1,Graduate,No,33846,0,260,360,1,Semiurban,N
1413,LP002414,Female,Yes,0,Graduate,No,3625,0,108,360,1,Semiurban,Y
1414,LP002415,Male,Yes,0,Graduate,Yes,39147,4750,120,360,1,Semiurban,Y
1415,LP002416,Male,Yes,1,Graduate,Yes,2178,0,66,300,0,Rural,N
1416,LP002417,Male,Yes,0,Graduate,No,2383,2138,58,360,0.83661879,Rural,Y
1417,LP002418,Male,Yes,0,Graduate,Yes,674,5296,168,360,1,Rural,Y
1418,LP002419,Male,Yes,0,Graduate,No,9328,0,188,180,1,Rural,Y
1419,LP002420,Male,No,0,Not Graduate,No,4885,0,48,360,1,Rural,Y
1420,LP002421,Male,No,0,Graduate,No,12000,0,164,360,1,Semiurban,N
1421,LP002422,Male,Yes,0,Not Graduate,No,6033,0,160,360,1,Urban,N
1422,LP002423,Male,No,0,Graduate,No,3858,0,76,360,1,Semiurban,Y
1423,LP002424,Male,No,0,Graduate,No,4191,0,120,360,1,Rural,Y
1424,LP002425,Male,Yes,1,Graduate,No,3125,2583,170,360,1,Semiurban,N
1425,LP002426,Male,No,0,Graduate,No,8333,3750,187,360,1,Rural,Y
1426,LP002427,Female,No,0,Not Graduate,No,1907,2365,120,334,1,Urban,Y
1427,LP002428,Female,Yes,0,Graduate,No,3416,2816,113,360,0.83661879,Semiurban,Y
1428,LP002429,Male,No,0,Graduate,Yes,11000,0,83,360,1,Urban,N
1429,LP002430,Male,Yes,1,Not Graduate,No,2600,2500,90,360,1,Semiurban,Y
1430,LP002431,Male,No,2,Graduate,No,4923,0,166,360,0,Semiurban,Y
1431,LP002432,Male,Yes,3+,Not Graduate,No,3992,0,141,180,1,Urban,N
1432,LP002433,Male,Yes,1,Not Graduate,No,3500,1083,135,360,1,Urban,Y
1433,LP002434,Male,Yes,2,Not Graduate,No,3917,0,124,360,1,Semiurban,Y
1434,LP002435,Female,No,0,Not Graduate,No,4408,0,120,360,1,Semiurban,Y
1435,LP002436,Female,No,0,Graduate,No,3244,0,80,360,1,Urban,Y
1436,LP002437,Male,No,0,Not Graduate,No,3975,2531,55,360,1,Rural,Y
1437,LP002438,Male,No,0,Graduate,No,2479,0,59,360,1,Urban,Y
1438,LP002439,Male,No,0,Graduate,No,3418,0,127,360,1,Semiurban,N
1439,LP002440,Female,No,0,Graduate,No,10000,0,214,360,1,Semiurban,N
1440,LP002441,Male,Yes,3+,Graduate,No,3430,1250,128,360,0,Semiurban,N
1441,LP002442,Male,Yes,1,Graduate,Yes,7787,0,240,360,1,Urban,Y
1442,LP002443,Male,Yes,3+,Not Graduate,Yes,5703,0,130,360,1,Rural,Y
1443,LP002444,Male,Yes,0,Graduate,No,3173,3021,137,360,1,Urban,Y
1444,LP002445,Male,Yes,3+,Not Graduate,No,3850,983,100,360,1,Semiurban,Y
1445,LP002446,Male,Yes,0,Graduate,No,150,1800,135,360,1,Rural,N
1446,LP002447,Male,Yes,0,Graduate,No,3727,1775,131,360,1,Semiurban,Y
1447,LP002448,Male,Yes,2,Graduate,Yes,5000,0,72,360,0,Semiurban,N
1448,LP002449,Female,Yes,2,Graduate,No,4283,2383,127,360,0.83661879,Semiurban,Y
1449,LP002450,Male,Yes,0,Graduate,No,2221,0,60,360,0,Urban,N
1450,LP002451,Male,Yes,2,Graduate,No,4009,1717,116,360,1,Semiurban,Y
1451,LP002452,Male,No,0,Graduate,No,2971,2791,144,360,1,Semiurban,Y
1452,LP002453,Male,Yes,0,Graduate,No,7578,1010,175,334,1,Semiurban,Y
1453,LP002454,Male,Yes,0,Graduate,No,6250,0,128,360,1,Semiurban,Y
1454,LP002455,Male,Yes,0,Graduate,No,3250,0,170,360,1,Rural,N
1455,LP002456,Male,Yes,0,Not Graduate,Yes,4735,0,138,360,1,Urban,N
1456,LP002457,Male,Yes,2,Graduate,No,6250,1695,210,360,1,Semiurban,Y
1457,LP002458,Male,Yes,0,Graduate,No,4758,0,158,480,1,Semiurban,Y
1458,LP002459,Male,No,0,Graduate,Yes,6400,0,200,360,1,Rural,Y
1459,LP002460,Male,Yes,1,Graduate,No,2491,2054,104,360,1,Semiurban,Y
1460,LP002461,Male,Yes,0,Graduate,Yes,3716,0,42,180,1,Rural,Y
1461,LP002462,Male,No,0,Not Graduate,No,3189,2598,120,334,1,Rural,Y
1462,LP002463,Female,No,0,Graduate,No,8333,0,280,360,1,Semiurban,Y
1463,LP002464,Male,Yes,1,Graduate,No,3155,1779,140,360,1,Semiurban,Y
1464,LP002465,Male,Yes,1,Graduate,No,5500,1260,170,360,1,Rural,Y
1465,LP002466,Male,Yes,0,Graduate,Yes,5746,0,255,360,0.83661879,Urban,N
1466,LP002467,Female,No,0,Graduate,Yes,3463,0,122,360,0.83661879,Urban,Y
1467,LP002468,Female,No,1,Graduate,No,3812,0,112,360,1,Rural,Y
1468,LP002469,Male,Yes,1,Graduate,No,3315,0,96,360,1,Semiurban,Y
1469,LP002470,Male,Yes,2,Graduate,No,5819,5000,120,360,1,Rural,Y
1470,LP002471,Male,Yes,1,Not Graduate,No,2510,1983,140,180,1,Urban,N
1471,LP002472,Male,No,0,Graduate,No,2965,5701,155,60,1,Urban,Y
1472,LP002473,Male,Yes,2,Graduate,Yes,6250,1300,108,360,1,Rural,Y
1473,LP002474,Male,Yes,0,Not Graduate,No,3406,4417,123,360,1,Semiurban,Y
1474,LP002475,Male,No,0,Graduate,Yes,6050,4333,120,180,1,Urban,N
1475,LP002476,Male,Yes,2,Graduate,No,9703,0,112,360,1,Urban,Y
1476,LP002477,Male,Yes,1,Not Graduate,No,6608,0,137,180,1,Urban,Y
1477,LP002478,Male,Yes,1,Graduate,No,2882,1843,123,480,1,Semiurban,Y
1478,LP002479,Male,Yes,0,Graduate,No,1809,1868,90,360,1,Urban,Y
1479,LP002480,Male,Yes,0,Not Graduate,No,1668,3890,201,360,0,Semiurban,N
1480,LP002481,Female,No,2,Graduate,No,3427,0,138,360,1,Urban,N
1481,LP002482,Male,No,0,Not Graduate,Yes,2583,2167,104,360,1,Rural,Y
1482,LP002483,Male,Yes,1,Not Graduate,No,2661,7101,279,180,1,Semiurban,Y
1483,LP002484,Male,No,0,Graduate,Yes,16250,0,192,360,0,Urban,N
1484,LP002485,Female,No,3+,Graduate,No,3083,0,255,360,1,Rural,Y
1485,LP002486,Male,No,0,Not Graduate,No,6045,0,115,360,0,Rural,N
1486,LP002487,Male,Yes,3+,Graduate,No,5250,0,94,360,1,Urban,N
1487,LP002488,Male,Yes,0,Graduate,No,14683,2100,304,360,1,Rural,N
1488,LP002489,Male,Yes,3+,Not Graduate,No,4931,0,128,360,0.83661879,Semiurban,N
1489,LP002490,Male,Yes,1,Graduate,No,6083,4250,330,360,0.83661879,Urban,Y
1490,LP002491,Male,No,0,Graduate,No,2060,2209,134,360,1,Semiurban,Y
1491,LP002492,Female,No,1,Graduate,No,3481,0,155,36,1,Semiurban,N
1492,LP002493,Female,No,0,Graduate,No,7200,0,120,360,1,Rural,Y
1493,LP002494,Male,No,0,Graduate,Yes,5166,0,128,360,1,Semiurban,Y
1494,LP002495,Male,No,0,Graduate,No,4095,3447,151,360,1,Rural,Y
1495,LP002496,Male,Yes,2,Graduate,No,4708,1387,150,360,1,Semiurban,Y
1496,LP002497,Male,Yes,3+,Graduate,No,4333,1811,160,360,0,Urban,Y
1497,LP002498,Female,No,0,Graduate,Yes,3418,0,135,360,1,Rural,N
1498,LP002499,Female,No,1,Graduate,No,2876,1560,90,360,1,Urban,Y
1499,LP002500,Female,No,0,Graduate,No,3237,0,30,360,1,Urban,Y
1500,LP002501,Male,Yes,0,Graduate,No,11146,0,136,360,1,Urban,Y
1501,LP002502,Male,No,0,Graduate,No,2833,1857,126,360,1,Rural,Y
1502,LP002503,Male,Yes,0,Graduate,No,2620,2223,150,360,1,Semiurban,Y
1503,LP002504,Male,Yes,2,Graduate,No,3900,0,90,360,1,Semiurban,Y
1504,LP002505,Male,Yes,1,Graduate,No,2750,1842,115,360,1,Semiurban,Y
1505,LP002506,Male,Yes,0,Graduate,No,3993,3274,207,360,1,Semiurban,Y
1506,LP002507,Male,Yes,0,Graduate,No,3103,1300,80,360,1,Urban,Y
1507,LP002508,Male,Yes,0,Graduate,No,14583,0,436,360,1,Semiurban,Y
1508,LP002509,Female,Yes,0,Not Graduate,No,4100,0,124,360,0.83661879,Rural,Y
1509,LP002510,Male,No,1,Not Graduate,Yes,4053,2426,158,360,0,Urban,N
1510,LP002511,Male,Yes,0,Graduate,No,3927,800,112,360,1,Semiurban,Y
1511,LP002512,Male,Yes,2,Graduate,No,2301,985.7999878,78,180,1,Urban,Y
1512,LP002513,Female,No,0,Graduate,No,1811,1666,54,360,1,Urban,Y
1513,LP002514,Male,Yes,0,Graduate,No,20667,0,141,360,1,Rural,N
1514,LP002515,Male,No,0,Graduate,No,3158,3053,89,360,1,Rural,Y
1515,LP002516,Female,No,0,Graduate,Yes,2600,1717,99,300,1,Semiurban,N
1516,LP002517,Male,Yes,0,Graduate,No,3704,2000,120,360,1,Rural,Y
1517,LP002518,Female,No,0,Graduate,No,4124,0,115,360,1,Semiurban,Y
1518,LP002519,Male,No,0,Graduate,No,9508,0,187,360,1,Rural,Y
1519,LP002520,Male,Yes,0,Graduate,No,3075,2416,139,360,1,Rural,Y
1520,LP002521,Male,Yes,2,Graduate,No,4400,0,127,360,0,Semiurban,N
1521,LP002522,Male,Yes,2,Graduate,No,3153,1560,134,360,1,Urban,Y
1522,LP002523,Female,No,0,Graduate,No,5417,0,143,480,0,Urban,N
1523,LP002524,Male,Yes,0,Graduate,No,2383,3334,172,360,1,Semiurban,Y
1524,LP002525,Male,Yes,3+,Graduate,Yes,4416,1250,110,360,1,Urban,Y
1525,LP002526,Male,Yes,1,Graduate,No,6875,0,200,360,1,Semiurban,Y
1526,LP002527,Female,Yes,1,Graduate,No,4666,0,135,360,1,Urban,Y
1527,LP002528,Female,No,0,Graduate,No,5000,2541,151,480,1,Rural,N
1528,LP002529,Male,Yes,1,Graduate,No,2014,2925,113,360,1,Urban,N
1529,LP002530,Male,Yes,0,Not Graduate,No,1800,2934,93,360,0,Urban,N
1530,LP002531,Male,Yes,0,Not Graduate,No,2875,1750,105,360,1,Semiurban,Y
1531,LP002532,Female,No,0,Graduate,No,5000,0,132,360,1,Rural,Y
1532,LP002533,Male,Yes,1,Graduate,No,1625,1803,96,360,1,Urban,Y
1533,LP002534,Male,No,0,Graduate,No,4000,2500,140,360,1,Rural,Y
1534,LP002535,Male,No,0,Not Graduate,No,2000,0,141,360,1,Urban,N
1535,LP002536,Female,No,0,Graduate,No,3762,1666,135,360,1,Rural,Y
1536,LP002537,Female,No,0,Graduate,No,2400,1863,104,360,0,Urban,N
1537,LP002538,Male,No,0,Graduate,No,20233,0,480,360,1,Rural,N
1538,LP002539,Male,Yes,2,Not Graduate,No,7667,0,185,360,0.83661879,Rural,Y
1539,LP002540,Female,No,0,Graduate,No,2917,0,84,360,1,Semiurban,Y
1540,LP002541,Male,No,0,Not Graduate,No,2927,2405,111,360,1,Semiurban,Y
1541,LP002542,Female,No,0,Graduate,No,2507,0,56,360,1,Rural,Y
1542,LP002543,Male,Yes,2,Graduate,Yes,5746,0,144,84,0.83661879,Rural,Y
1543,LP002544,Male,Yes,0,Graduate,No,2473,1843,159,360,1,Rural,N
1544,LP002545,Male,Yes,1,Not Graduate,No,3399,1640,111,180,1,Urban,Y
1545,LP002546,Male,Yes,2,Graduate,No,3717,0,120,360,1,Semiurban,Y
1546,LP002547,Male,Yes,0,Graduate,No,2058,2134,88,360,0.83661879,Urban,Y
1547,LP002548,Female,No,1,Graduate,No,3541,0,112,360,0.83661879,Semiurban,Y
1548,LP002549,Male,Yes,1,Graduate,Yes,10000,0,155,360,1,Rural,N
1549,LP002550,Male,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban,Y
1550,LP002551,Male,Yes,3+,Graduate,No,4342,189,124,360,1,Semiurban,Y
1551,LP002552,Male,Yes,2,Not Graduate,No,3601,1590,141,360,1,Rural,Y
1552,LP002553,Female,No,0,Graduate,No,3166,2985,132,360,0.83661879,Rural,Y
1553,LP002554,Male,Yes,3+,Graduate,No,15000,0,300,360,1,Rural,Y
1554,LP002555,Male,Yes,1,Graduate,Yes,8666,4983,376,360,0,Rural,N
1555,LP002556,Male,No,0,Graduate,No,4917,0,130,360,0,Rural,Y
1556,LP002557,Male,Yes,0,Graduate,Yes,5818,2160,184,360,1,Semiurban,Y
1557,LP002558,Female,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
1558,LP002559,Female,No,0,Graduate,No,2500,0,67,360,1,Urban,Y
1559,LP002560,Male,No,1,Graduate,No,4384,1793,117,360,1,Urban,Y
1560,LP002561,Male,No,0,Graduate,No,2935,0,98,360,1,Semiurban,Y
1561,LP002562,Male,No,0,Graduate,No,2833,0,71,360,1,Urban,Y
1562,LP002563,Male,Yes,0,Graduate,Yes,63337,0,490,180,1,Urban,Y
1563,LP002564,Male,Yes,1,Graduate,Yes,9833,1833,182,180,1,Urban,Y
1564,LP002565,Male,Yes,0,Graduate,Yes,5503,4490,70,334,1,Semiurban,Y
1565,LP002566,Male,Yes,1,Graduate,Yes,5250,688,160,360,1,Rural,Y
1566,LP002567,Male,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural,Y
1567,LP002568,Female,No,3+,Not Graduate,No,1830,0,141,360,0,Urban,N
1568,LP002569,Female,No,0,Graduate,No,4160,0,71,360,1,Semiurban,Y
1569,LP002570,Male,Yes,3+,Not Graduate,No,2647,1587,173,360,1,Rural,N
1570,LP002571,Female,No,0,Graduate,No,2378,0,46,360,1,Rural,N
1571,LP002572,Male,Yes,1,Not Graduate,No,4554,1229,158,360,1,Urban,Y
1572,LP002573,Male,Yes,3+,Not Graduate,No,3173,0,74,360,1,Semiurban,Y
1573,LP002574,Male,Yes,2,Graduate,Yes,2583,2330,125,360,1,Rural,Y
1574,LP002575,Male,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban,Y
1575,LP002576,Male,Yes,0,Not Graduate,No,3523,3230,152,360,0,Rural,N
1576,LP002577,Male,Yes,2,Not Graduate,No,3083,2168,126,360,1,Urban,Y
1577,LP002578,Male,Yes,0,Graduate,No,6333,4583,259,360,0.83661879,Semiurban,Y
1578,LP002579,Male,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,Y
1579,LP002580,Male,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban,Y
1580,LP002581,Male,No,0,Graduate,No,8750,4167,308,360,1,Rural,N
1581,LP002582,Male,Yes,3+,Graduate,No,2666,2083,95,360,1,Rural,Y
1582,LP002583,Female,Yes,0,Graduate,Yes,5500,0,105,360,0,Rural,N
1583,LP002584,Female,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,Y
1584,LP002585,Female,No,0,Graduate,No,3813,0,116,180,1,Urban,Y
1585,LP002586,Male,Yes,2,Graduate,No,8333,3167,165,360,1,Rural,Y
1586,LP002587,Male,Yes,1,Graduate,No,3875,0,67,360,1,Urban,N
1587,LP002588,Male,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban,N
1588,LP002589,Male,Yes,3+,Graduate,No,5167,3167,200,360,1,Semiurban,Y
1589,LP002590,Female,No,1,Graduate,No,4723,0,81,360,1,Semiurban,N
1590,LP002591,Male,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban,Y
1591,LP002592,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,Y
1592,LP002593,Male,Yes,0,Graduate,No,3013,3033,95,300,0.83661879,Urban,Y
1593,LP002594,Male,No,0,Graduate,Yes,6822,0,141,360,1,Rural,Y
1594,LP002595,Male,No,0,Not Graduate,No,6216,0,133,360,1,Rural,N
1595,LP002596,Male,No,0,Graduate,No,2500,0,96,480,1,Semiurban,N
1596,LP002597,Male,No,0,Graduate,No,5124,0,124,334,0,Rural,N
1597,LP002598,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,Y
1598,LP002599,Male,Yes,0,Graduate,No,19730,5266,570,360,1,Rural,N
1599,LP002600,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,Y
1600,LP002601,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,Y
1601,LP002602,Male,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rural,Y
1602,LP002603,Male,No,1,Graduate,No,3062,1987,111,180,0,Urban,N
1603,LP002604,Female,No,0,Graduate,Yes,2764,1459,110,360,1,Urban,Y
1604,LP002605,Male,Yes,0,Graduate,No,4817,923,120,180,1,Urban,Y
1605,LP002606,Male,Yes,3+,Graduate,No,8750,4996,130,360,1,Rural,Y
1606,LP002607,Male,Yes,0,Graduate,No,4310,0,130,360,0.83661879,Semiurban,Y
1607,LP002608,Male,No,0,Graduate,No,3069,0,71,480,1,Urban,N
1608,LP002609,Male,Yes,2,Graduate,No,5391,0,130,360,1,Urban,Y
1609,LP002610,Male,Yes,0,Graduate,Yes,3333,2500,128,360,1,Semiurban,Y
1610,LP002611,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,Y
1611,LP002612,Female,No,0,Graduate,No,6000,0,156,360,1,Urban,Y
1612,LP002613,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urban,Y
1613,LP002614,Male,Yes,2,Graduate,No,4566,0,100,360,1,Urban,N
