,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
1164,1,1,0,0,0,2785,2016.0,110.0,360.0,1.0,0
1165,1,1,2,0,1,6633,0.0,141.0,360.0,0.0,0
1166,1,1,1,1,0,2492,2375.0,141.0,360.0,1.0,0
1167,1,1,1,0,0,3333,3250.0,158.0,360.0,1.0,2
1168,1,1,0,1,0,2454,2333.0,181.0,360.0,0.0,2
1169,1,1,0,0,0,3593,4266.0,132.0,180.0,0.0,0
1170,1,1,1,0,0,5468,1032.0,26.0,360.0,1.0,1
1171,0,0,0,0,0,2667,1625.0,84.0,360.0,0.83661879,2
1172,1,1,3,0,1,10139,0.0,260.0,360.0,1.0,1
1173,1,1,0,0,0,3887,2669.0,162.0,360.0,1.0,1
1174,0,1,0,0,0,4180,2306.0,182.0,360.0,1.0,1
1175,1,1,2,1,0,3675,242.0,108.0,360.0,1.0,1
1176,0,1,1,0,1,19484,0.0,600.0,360.0,1.0,1
1177,1,1,0,0,0,5923,2054.0,211.0,360.0,1.0,0
1178,1,0,0,1,1,5800,0.0,132.0,360.0,1.0,1
1179,1,1,2,0,0,8799,0.0,258.0,360.0,0.0,2
1180,1,1,0,1,0,4467,0.0,120.0,360.0,0.83661879,0
1181,1,0,0,0,0,3333,0.0,70.0,360.0,1.0,2
1182,1,1,3,0,0,3400,2500.0,123.0,360.0,0.0,0
1183,0,0,0,0,0,2378,0.0,9.0,360.0,1.0,2
1184,1,1,0,0,0,3166,2064.0,104.0,360.0,0.0,2
1185,1,1,1,0,0,3417,1750.0,186.0,360.0,1.0,2
1186,1,1,0,0,0,5116,1451.0,165.0,360.0,0.0,2
1187,1,1,2,0,0,16666,0.0,275.0,360.0,1.0,2
1188,1,1,2,1,0,6125,1625.0,187.0,480.0,1.0,1
1189,1,1,3,0,0,6406,0.0,150.0,360.0,1.0,1
1190,1,1,2,0,0,3159,461.0,108.0,84.0,1.0,2
1191,1,1,0,0,0,3087,2210.0,136.0,360.0,0.0,1
1192,1,0,0,0,0,3229,2739.0,110.0,360.0,1.0,2
1193,1,1,1,0,0,1782,2232.0,107.0,360.0,1.0,0
1194,1,0,0,0,1,3182,2917.0,161.0,360.0,1.0,2
1195,1,1,2,0,0,6540,0.0,205.0,360.0,1.0,1
1196,1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,2
1197,0,1,0,0,0,3166,0.0,36.0,360.0,1.0,1
1198,1,1,1,0,0,1880,0.0,61.0,360.0,0.83661879,0
1199,1,1,1,0,0,2787,1917.0,146.0,360.0,0.0,0
1200,1,1,1,0,0,4283,3000.0,172.0,84.0,1.0,0
1201,1,1,0,0,0,2297,1522.0,104.0,360.0,1.0,2
1202,0,0,0,1,0,2165,0.0,70.0,360.0,1.0,1
1203,1,0,0,0,0,4750,0.0,94.0,360.0,1.0,1
1204,1,1,2,0,1,2726,0.0,106.0,360.0,0.0,1
1205,1,1,0,0,0,3000,3416.0,56.0,180.0,1.0,1
1206,1,1,2,0,1,6000,0.0,205.0,240.0,1.0,1
1207,1,0,3,0,1,9357,0.0,292.0,360.0,1.0,1
1208,1,1,0,0,0,3859,3300.0,142.0,180.0,1.0,0
1209,1,1,0,0,1,16120,0.0,260.0,360.0,1.0,2
1210,1,0,0,1,0,3833,0.0,110.0,360.0,1.0,0
1211,1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,0
1212,1,0,0,0,0,2987,0.0,88.0,360.0,0.0,1
1213,1,1,0,0,1,9963,0.0,180.0,360.0,1.0,0
1214,1,1,2,0,0,5780,0.0,192.0,360.0,1.0,2
1215,0,0,3,0,1,416,41667.0,350.0,180.0,0.83661879,2
1216,1,1,0,1,1,2894,2792.0,155.0,360.0,1.0,0
1217,1,1,3,0,0,5703,0.0,128.0,360.0,1.0,2
1218,1,0,0,0,0,3676,4301.0,172.0,360.0,1.0,0
1219,0,1,1,0,0,12000,0.0,496.0,360.0,1.0,1
1220,1,1,0,1,0,2400,3800.0,141.0,180.0,1.0,2
1221,1,1,1,0,0,3400,2500.0,173.0,360.0,1.0,1
1222,1,1,2,1,0,3987,1411.0,157.0,360.0,1.0,0
1223,1,1,0,0,0,3232,1950.0,108.0,360.0,1.0,0
1224,0,0,0,0,0,2900,0.0,71.0,360.0,1.0,0
1225,1,1,3,0,0,4106,0.0,40.0,180.0,1.0,0
1226,1,1,1,0,0,8072,240.0,253.0,360.0,1.0,2
1227,1,1,2,0,0,7583,0.0,187.0,360.0,1.0,2
1228,0,0,0,0,1,4583,0.0,133.0,360.0,0.0,1
1229,1,0,0,0,0,5849,0.0,141.0,360.0,1.0,2
1230,1,1,1,0,0,4583,1508.0,128.0,360.0,1.0,0
1231,1,1,0,0,1,3000,0.0,66.0,360.0,1.0,2
1232,1,1,0,1,0,2583,2358.0,120.0,360.0,1.0,2
1233,1,0,0,0,0,6000,0.0,141.0,360.0,1.0,2
1234,1,1,2,0,1,5417,4196.0,267.0,360.0,1.0,2
1235,1,1,0,1,0,2333,1516.0,95.0,360.0,1.0,2
1236,1,1,3,0,0,3036,2504.0,158.0,360.0,0.0,1
1237,1,1,2,0,0,4006,1526.0,168.0,360.0,1.0,2
1238,1,1,1,0,0,12841,10968.0,349.0,360.0,1.0,1
1239,1,1,2,0,0,3200,700.0,70.0,360.0,1.0,2
1240,1,1,2,0,1,2500,1840.0,109.0,360.0,1.0,2
1241,1,1,2,0,0,3073,8106.0,200.0,360.0,1.0,2
1242,1,0,0,0,0,1853,2840.0,114.0,360.0,1.0,0
1243,1,1,2,0,0,1299,1086.0,17.0,120.0,1.0,2
1244,1,0,0,0,0,4950,0.0,125.0,360.0,1.0,2
1245,1,0,1,1,0,3596,0.0,100.0,240.0,0.83661879,2
1246,0,0,0,0,0,3510,0.0,76.0,360.0,0.0,2
1247,1,1,0,1,0,4887,0.0,133.0,360.0,1.0,0
1248,1,1,0,0,1,2600,3500.0,115.0,334.0,1.0,2
1249,1,1,0,1,0,7660,0.0,104.0,360.0,0.0,2
1250,1,1,1,0,0,5955,5625.0,315.0,360.0,1.0,2
1251,1,1,0,1,0,2600,1911.0,116.0,360.0,0.0,1
1252,1,1,2,1,0,3365,1917.0,112.0,360.0,0.0,0
1253,1,1,1,0,1,3717,2925.0,151.0,360.0,0.83661879,1
1254,1,1,0,0,1,9560,0.0,191.0,360.0,1.0,1
1255,1,1,0,0,0,2799,2253.0,122.0,360.0,1.0,1
1256,1,1,2,1,0,4226,1040.0,110.0,360.0,1.0,2
1257,1,0,0,1,0,1442,0.0,35.0,360.0,1.0,2
1258,0,0,2,0,1,3750,2083.0,120.0,360.0,1.0,1
1259,1,1,1,0,1,4166,3369.0,201.0,360.0,0.83661879,2
1260,1,0,0,0,0,3167,0.0,74.0,360.0,1.0,2
1261,1,0,1,0,1,4692,0.0,106.0,360.0,1.0,0
1262,1,1,0,0,0,3500,1667.0,114.0,360.0,1.0,1
1263,1,0,3,0,0,12500,3000.0,320.0,360.0,1.0,0
1264,1,1,0,0,0,2275,2067.0,141.0,360.0,1.0,2
1265,1,1,0,0,0,1828,1330.0,100.0,334.0,0.0,2
1266,0,1,0,0,0,3667,1459.0,144.0,360.0,1.0,1
1267,1,0,0,0,0,4166,7210.0,184.0,360.0,1.0,2
1268,1,0,0,1,0,3748,1668.0,110.0,360.0,1.0,1
1269,1,0,0,0,0,3600,0.0,80.0,360.0,1.0,2
1270,1,0,0,0,0,1800,1213.0,47.0,360.0,1.0,2
1271,1,1,0,0,0,2400,0.0,75.0,360.0,0.83661879,2
1272,1,1,0,0,0,3941,2336.0,134.0,360.0,1.0,1
1273,1,1,0,1,1,4695,0.0,96.0,334.0,1.0,2
1274,0,0,0,0,0,3410,0.0,88.0,334.0,1.0,2
1275,1,1,1,0,0,5649,0.0,44.0,360.0,1.0,2
1276,1,1,0,0,0,5821,0.0,144.0,360.0,1.0,2
1277,0,1,0,0,0,2645,3440.0,120.0,360.0,0.0,2
1278,0,0,0,0,0,4000,2275.0,144.0,360.0,1.0,1
1279,0,1,0,1,0,1928,1644.0,100.0,360.0,1.0,1
1280,0,0,0,0,0,3086,0.0,120.0,360.0,1.0,1
1281,0,0,0,0,0,4230,0.0,112.0,360.0,1.0,1
1282,1,1,2,0,0,4616,0.0,134.0,360.0,1.0,2
1283,0,1,1,0,1,11500,0.0,286.0,360.0,0.0,2
1284,1,1,2,0,0,2708,1167.0,97.0,360.0,1.0,1
1285,1,1,0,0,0,2132,1591.0,96.0,360.0,1.0,1
1286,1,1,0,0,0,3366,2200.0,135.0,360.0,1.0,0
1287,1,1,1,0,0,8080,2250.0,180.0,360.0,1.0,2
1288,1,1,2,1,0,3357,2859.0,144.0,360.0,1.0,2
1289,1,1,0,0,0,2500,3796.0,120.0,360.0,1.0,2
1290,1,1,3,0,0,3029,0.0,99.0,360.0,1.0,2
1291,1,1,0,1,1,2609,3449.0,165.0,180.0,0.0,0
1292,1,1,1,0,0,4945,0.0,141.0,360.0,0.0,0
1293,0,0,0,0,0,4166,0.0,116.0,360.0,0.0,1
1294,1,1,0,0,0,5726,4595.0,258.0,360.0,1.0,1
1295,1,0,0,1,0,3200,2254.0,126.0,180.0,0.0,2
1296,1,1,1,0,0,10750,0.0,312.0,360.0,1.0,2
1297,1,1,3,1,1,7100,0.0,125.0,60.0,1.0,2
1298,0,0,0,0,0,4300,0.0,136.0,360.0,0.0,1
1299,1,1,0,0,0,3208,3066.0,172.0,360.0,1.0,2
1300,1,1,2,1,1,1875,1875.0,97.0,360.0,1.0,1
1301,1,0,0,0,0,3500,0.0,81.0,300.0,1.0,1
1302,1,1,3,1,0,4755,0.0,95.0,334.0,0.0,1
1303,1,1,3,0,1,5266,1774.0,187.0,360.0,1.0,1
1304,1,0,0,0,0,3750,0.0,113.0,480.0,1.0,2
1305,1,0,0,0,0,3750,4750.0,176.0,360.0,1.0,2
1306,1,1,1,0,1,1000,3022.0,110.0,360.0,1.0,2
1307,1,1,3,0,0,3167,4000.0,180.0,300.0,0.0,1
1308,1,1,3,1,1,3333,2166.0,130.0,360.0,0.83661879,1
1309,0,0,0,0,0,3846,0.0,111.0,360.0,1.0,1
1310,1,1,1,0,1,2395,0.0,141.0,360.0,1.0,1
1311,0,1,2,0,0,1378,1881.0,167.0,360.0,1.0,2
1312,1,1,0,0,0,6000,2250.0,265.0,360.0,0.83661879,1
1313,1,1,1,0,0,3988,0.0,50.0,240.0,1.0,2
1314,1,0,0,0,0,2366,2531.0,136.0,360.0,1.0,1
1315,1,1,2,1,0,3333,2000.0,99.0,360.0,0.83661879,1
1316,1,1,0,0,0,2500,2118.0,104.0,360.0,1.0,1
1317,1,0,0,0,0,8566,0.0,210.0,360.0,1.0,2
1318,1,1,0,0,0,5695,4167.0,175.0,360.0,1.0,1
1319,1,1,0,0,0,2958,2900.0,131.0,360.0,1.0,1
1320,1,1,2,0,0,6250,5654.0,188.0,180.0,1.0,1
1321,1,1,2,1,0,3273,1820.0,81.0,360.0,1.0,2
1322,1,0,0,0,0,4133,0.0,122.0,360.0,1.0,1
1323,1,0,0,1,0,3620,0.0,25.0,120.0,1.0,1
1324,1,0,0,0,1,6782,0.0,141.0,360.0,0.83661879,2
1325,0,1,0,0,0,2484,2302.0,137.0,360.0,1.0,1
1326,1,1,0,0,0,1977,997.0,50.0,360.0,1.0,1
1327,1,1,0,1,0,4188,0.0,115.0,180.0,1.0,1
1328,1,1,0,0,0,1759,3541.0,131.0,360.0,1.0,1
1329,1,1,2,1,0,4288,3263.0,133.0,180.0,1.0,2
1330,1,0,0,0,0,4843,3806.0,151.0,360.0,1.0,1
1331,1,1,0,0,0,13650,0.0,141.0,360.0,1.0,2
1332,1,1,0,0,0,4652,3583.0,141.0,360.0,1.0,1
1333,1,1,0,0,0,3816,754.0,160.0,360.0,1.0,2
1334,1,1,1,0,0,3052,1030.0,100.0,360.0,1.0,2
1335,1,1,2,0,0,11417,1126.0,225.0,360.0,1.0,2
1336,1,0,0,1,1,7333,0.0,120.0,360.0,1.0,0
1337,1,1,2,0,0,3800,3600.0,216.0,360.0,0.0,2
1338,1,1,3,1,0,2071,754.0,94.0,480.0,1.0,1
1339,1,0,0,0,0,5316,0.0,136.0,360.0,1.0,2
1340,0,1,0,0,1,2929,2333.0,139.0,360.0,1.0,1
1341,1,1,0,1,0,3572,4114.0,152.0,334.0,0.0,0
1342,0,0,1,0,1,7451,0.0,141.0,360.0,1.0,1
1343,1,0,0,0,1,5050,0.0,118.0,360.0,1.0,1
1344,1,1,1,0,0,14583,0.0,185.0,180.0,1.0,0
1345,0,1,0,0,0,3167,2283.0,154.0,360.0,1.0,1
1346,1,1,1,0,0,2214,1398.0,85.0,360.0,0.83661879,2
1347,1,1,0,0,0,5568,2142.0,175.0,360.0,1.0,0
1348,0,0,0,0,0,10408,0.0,259.0,360.0,1.0,2
1349,1,1,0,0,0,5667,2667.0,180.0,360.0,1.0,0
1350,0,0,0,0,0,4166,0.0,44.0,360.0,1.0,1
1351,0,0,0,0,0,2137,8980.0,137.0,360.0,0.0,1
1352,1,1,2,0,0,2957,0.0,81.0,360.0,1.0,1
1353,1,1,0,1,0,4300,2014.0,194.0,360.0,1.0,0
1354,0,0,0,0,0,3692,0.0,93.0,360.0,0.83661879,0
1355,1,1,3,0,0,23803,0.0,370.0,360.0,1.0,0
1356,1,0,0,0,0,3865,1640.0,141.0,360.0,1.0,0
1357,1,1,1,0,1,10513,3850.0,160.0,180.0,0.0,2
1358,1,1,0,0,0,6080,2569.0,182.0,360.0,0.83661879,0
1359,1,0,0,0,1,20166,0.0,650.0,480.0,0.83661879,2
1360,1,0,0,0,0,2014,1929.0,74.0,360.0,1.0,2
1361,1,0,0,0,0,2718,0.0,70.0,360.0,1.0,1
1362,1,1,0,0,1,3459,0.0,25.0,120.0,1.0,1
1363,1,0,0,0,0,4895,0.0,102.0,360.0,1.0,1
1364,1,1,3,0,0,4000,7750.0,290.0,360.0,1.0,1
1365,0,1,0,0,0,4583,0.0,84.0,360.0,1.0,0
1366,1,1,2,0,1,3316,3500.0,88.0,360.0,1.0,2
1367,1,0,0,0,0,14999,0.0,242.0,360.0,0.0,1
1368,1,1,2,1,0,4200,1430.0,129.0,360.0,1.0,0
1369,1,1,2,0,0,5042,2083.0,185.0,360.0,1.0,0
1370,1,0,0,0,0,5417,0.0,168.0,360.0,1.0,2
1371,1,0,0,0,1,6950,0.0,175.0,180.0,1.0,1
1372,1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1
1373,1,1,2,0,0,11757,0.0,187.0,180.0,1.0,2
1374,0,1,0,0,0,2330,4486.0,100.0,360.0,1.0,1
1375,0,1,2,0,0,14866,0.0,70.0,360.0,1.0,2
1376,1,1,1,0,0,1538,1425.0,30.0,360.0,1.0,2
1377,0,0,0,0,0,10000,1666.0,225.0,360.0,1.0,0
1378,1,1,0,0,0,4860,830.0,125.0,360.0,1.0,1
1379,1,0,0,0,0,6277,0.0,118.0,360.0,0.0,0
1380,1,1,0,0,1,2577,3750.0,152.0,360.0,1.0,0
1381,1,0,0,0,0,9166,0.0,244.0,360.0,1.0,2
1382,1,1,2,1,0,2281,0.0,113.0,360.0,1.0,0
1383,1,0,0,0,0,3254,0.0,50.0,360.0,1.0,2
1384,1,1,3,0,0,39999,0.0,600.0,180.0,0.0,1
1385,1,1,1,0,0,6000,0.0,160.0,360.0,0.83661879,0
1386,1,1,1,0,0,9538,0.0,187.0,360.0,1.0,2
1387,1,0,0,0,1,2980,2083.0,120.0,360.0,1.0,0
1388,1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1
1389,1,1,0,1,0,1863,1041.0,98.0,360.0,1.0,1
1390,1,1,0,0,0,7933,0.0,275.0,360.0,1.0,2
1391,1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1
1392,1,1,2,0,0,4167,1447.0,158.0,360.0,1.0,0
1393,1,1,0,0,0,9323,0.0,75.0,180.0,1.0,2
1394,1,1,0,0,0,3707,3166.0,182.0,334.0,1.0,0
1395,0,1,0,0,0,4583,0.0,112.0,360.0,1.0,0
1396,1,1,0,0,0,2439,3333.0,129.0,360.0,1.0,0
1397,1,0,0,0,0,2237,0.0,63.0,480.0,0.0,1
1398,1,1,2,0,0,8000,0.0,200.0,360.0,1.0,1
1399,1,1,0,1,1,1820,1769.0,95.0,360.0,1.0,0
1400,1,1,3,0,0,51763,0.0,700.0,300.0,1.0,2
1401,1,1,3,1,0,3522,0.0,81.0,180.0,1.0,0
1402,1,1,0,0,0,5708,5625.0,187.0,360.0,1.0,1
1403,1,1,0,1,1,4344,736.0,87.0,360.0,1.0,1
1404,1,1,0,0,0,3497,1964.0,116.0,360.0,1.0,0
1405,1,1,2,0,0,2045,1619.0,101.0,360.0,1.0,0
1406,1,1,3,0,0,5516,11300.0,495.0,360.0,0.0,1
1407,1,1,1,0,0,3750,0.0,116.0,360.0,1.0,1
1408,1,0,0,1,0,2333,1451.0,102.0,480.0,0.0,2
1409,1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,2
1410,1,0,0,0,0,1916,5063.0,67.0,360.0,0.83661879,0
1411,1,1,0,0,0,4600,0.0,73.0,180.0,1.0,1
1412,1,1,1,0,0,33846,0.0,260.0,360.0,1.0,1
1413,0,1,0,0,0,3625,0.0,108.0,360.0,1.0,1
1414,1,1,0,0,1,39147,4750.0,120.0,360.0,1.0,1
1415,1,1,1,0,1,2178,0.0,66.0,300.0,0.0,0
1416,1,1,0,0,0,2383,2138.0,58.0,360.0,0.83661879,0
1417,1,1,0,0,1,674,5296.0,168.0,360.0,1.0,0
1418,1,1,0,0,0,9328,0.0,188.0,180.0,1.0,0
1419,1,0,0,1,0,4885,0.0,48.0,360.0,1.0,0
1420,1,0,0,0,0,12000,0.0,164.0,360.0,1.0,1
1421,1,1,0,1,0,6033,0.0,160.0,360.0,1.0,2
1422,1,0,0,0,0,3858,0.0,76.0,360.0,1.0,1
1423,1,0,0,0,0,4191,0.0,120.0,360.0,1.0,0
1424,1,1,1,0,0,3125,2583.0,170.0,360.0,1.0,1
1425,1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,0
1426,0,0,0,1,0,1907,2365.0,120.0,334.0,1.0,2
1427,0,1,0,0,0,3416,2816.0,113.0,360.0,0.83661879,1
1428,1,0,0,0,1,11000,0.0,83.0,360.0,1.0,2
1429,1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,1
1430,1,0,2,0,0,4923,0.0,166.0,360.0,0.0,1
1431,1,1,3,1,0,3992,0.0,141.0,180.0,1.0,2
1432,1,1,1,1,0,3500,1083.0,135.0,360.0,1.0,2
1433,1,1,2,1,0,3917,0.0,124.0,360.0,1.0,1
1434,0,0,0,1,0,4408,0.0,120.0,360.0,1.0,1
1435,0,0,0,0,0,3244,0.0,80.0,360.0,1.0,2
1436,1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,0
1437,1,0,0,0,0,2479,0.0,59.0,360.0,1.0,2
1438,1,0,0,0,0,3418,0.0,127.0,360.0,1.0,1
1439,0,0,0,0,0,10000,0.0,214.0,360.0,1.0,1
1440,1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,1
1441,1,1,1,0,1,7787,0.0,240.0,360.0,1.0,2
1442,1,1,3,1,1,5703,0.0,130.0,360.0,1.0,0
1443,1,1,0,0,0,3173,3021.0,137.0,360.0,1.0,2
1444,1,1,3,1,0,3850,983.0,100.0,360.0,1.0,1
1445,1,1,0,0,0,150,1800.0,135.0,360.0,1.0,0
1446,1,1,0,0,0,3727,1775.0,131.0,360.0,1.0,1
1447,1,1,2,0,1,5000,0.0,72.0,360.0,0.0,1
1448,0,1,2,0,0,4283,2383.0,127.0,360.0,0.83661879,1
1449,1,1,0,0,0,2221,0.0,60.0,360.0,0.0,2
1450,1,1,2,0,0,4009,1717.0,116.0,360.0,1.0,1
1451,1,0,0,0,0,2971,2791.0,144.0,360.0,1.0,1
1452,1,1,0,0,0,7578,1010.0,175.0,334.0,1.0,1
1453,1,1,0,0,0,6250,0.0,128.0,360.0,1.0,1
1454,1,1,0,0,0,3250,0.0,170.0,360.0,1.0,0
1455,1,1,0,1,1,4735,0.0,138.0,360.0,1.0,2
1456,1,1,2,0,0,6250,1695.0,210.0,360.0,1.0,1
1457,1,1,0,0,0,4758,0.0,158.0,480.0,1.0,1
1458,1,0,0,0,1,6400,0.0,200.0,360.0,1.0,0
1459,1,1,1,0,0,2491,2054.0,104.0,360.0,1.0,1
1460,1,1,0,0,1,3716,0.0,42.0,180.0,1.0,0
1461,1,0,0,1,0,3189,2598.0,120.0,334.0,1.0,0
1462,0,0,0,0,0,8333,0.0,280.0,360.0,1.0,1
1463,1,1,1,0,0,3155,1779.0,140.0,360.0,1.0,1
1464,1,1,1,0,0,5500,1260.0,170.0,360.0,1.0,0
1465,1,1,0,0,1,5746,0.0,255.0,360.0,0.83661879,2
1466,0,0,0,0,1,3463,0.0,122.0,360.0,0.83661879,2
1467,0,0,1,0,0,3812,0.0,112.0,360.0,1.0,0
1468,1,1,1,0,0,3315,0.0,96.0,360.0,1.0,1
1469,1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,0
1470,1,1,1,1,0,2510,1983.0,140.0,180.0,1.0,2
1471,1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,2
1472,1,1,2,0,1,6250,1300.0,108.0,360.0,1.0,0
1473,1,1,0,1,0,3406,4417.0,123.0,360.0,1.0,1
1474,1,0,0,0,1,6050,4333.0,120.0,180.0,1.0,2
1475,1,1,2,0,0,9703,0.0,112.0,360.0,1.0,2
1476,1,1,1,1,0,6608,0.0,137.0,180.0,1.0,2
1477,1,1,1,0,0,2882,1843.0,123.0,480.0,1.0,1
1478,1,1,0,0,0,1809,1868.0,90.0,360.0,1.0,2
1479,1,1,0,1,0,1668,3890.0,201.0,360.0,0.0,1
1480,0,0,2,0,0,3427,0.0,138.0,360.0,1.0,2
1481,1,0,0,1,1,2583,2167.0,104.0,360.0,1.0,0
1482,1,1,1,1,0,2661,7101.0,279.0,180.0,1.0,1
1483,1,0,0,0,1,16250,0.0,192.0,360.0,0.0,2
1484,0,0,3,0,0,3083,0.0,255.0,360.0,1.0,0
1485,1,0,0,1,0,6045,0.0,115.0,360.0,0.0,0
1486,1,1,3,0,0,5250,0.0,94.0,360.0,1.0,2
1487,1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,0
1488,1,1,3,1,0,4931,0.0,128.0,360.0,0.83661879,1
1489,1,1,1,0,0,6083,4250.0,330.0,360.0,0.83661879,2
1490,1,0,0,0,0,2060,2209.0,134.0,360.0,1.0,1
1491,0,0,1,0,0,3481,0.0,155.0,36.0,1.0,1
1492,0,0,0,0,0,7200,0.0,120.0,360.0,1.0,0
1493,1,0,0,0,1,5166,0.0,128.0,360.0,1.0,1
1494,1,0,0,0,0,4095,3447.0,151.0,360.0,1.0,0
1495,1,1,2,0,0,4708,1387.0,150.0,360.0,1.0,1
1496,1,1,3,0,0,4333,1811.0,160.0,360.0,0.0,2
1497,0,0,0,0,1,3418,0.0,135.0,360.0,1.0,0
1498,0,0,1,0,0,2876,1560.0,90.0,360.0,1.0,2
1499,0,0,0,0,0,3237,0.0,30.0,360.0,1.0,2
1500,1,1,0,0,0,11146,0.0,136.0,360.0,1.0,2
1501,1,0,0,0,0,2833,1857.0,126.0,360.0,1.0,0
1502,1,1,0,0,0,2620,2223.0,150.0,360.0,1.0,1
1503,1,1,2,0,0,3900,0.0,90.0,360.0,1.0,1
1504,1,1,1,0,0,2750,1842.0,115.0,360.0,1.0,1
1505,1,1,0,0,0,3993,3274.0,207.0,360.0,1.0,1
1506,1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,2
1507,1,1,0,0,0,14583,0.0,436.0,360.0,1.0,1
1508,0,1,0,1,0,4100,0.0,124.0,360.0,0.83661879,0
1509,1,0,1,1,1,4053,2426.0,158.0,360.0,0.0,2
1510,1,1,0,0,0,3927,800.0,112.0,360.0,1.0,1
1511,1,1,2,0,0,2301,985.7999878,78.0,180.0,1.0,2
1512,0,0,0,0,0,1811,1666.0,54.0,360.0,1.0,2
1513,1,1,0,0,0,20667,0.0,141.0,360.0,1.0,0
1514,1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,0
1515,0,0,0,0,1,2600,1717.0,99.0,300.0,1.0,1
1516,1,1,0,0,0,3704,2000.0,120.0,360.0,1.0,0
1517,0,0,0,0,0,4124,0.0,115.0,360.0,1.0,1
1518,1,0,0,0,0,9508,0.0,187.0,360.0,1.0,0
1519,1,1,0,0,0,3075,2416.0,139.0,360.0,1.0,0
1520,1,1,2,0,0,4400,0.0,127.0,360.0,0.0,1
1521,1,1,2,0,0,3153,1560.0,134.0,360.0,1.0,2
1522,0,0,0,0,0,5417,0.0,143.0,480.0,0.0,2
1523,1,1,0,0,0,2383,3334.0,172.0,360.0,1.0,1
1524,1,1,3,0,1,4416,1250.0,110.0,360.0,1.0,2
1525,1,1,1,0,0,6875,0.0,200.0,360.0,1.0,1
1526,0,1,1,0,0,4666,0.0,135.0,360.0,1.0,2
1527,0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,0
1528,1,1,1,0,0,2014,2925.0,113.0,360.0,1.0,2
1529,1,1,0,1,0,1800,2934.0,93.0,360.0,0.0,2
1530,1,1,0,1,0,2875,1750.0,105.0,360.0,1.0,1
1531,0,0,0,0,0,5000,0.0,132.0,360.0,1.0,0
1532,1,1,1,0,0,1625,1803.0,96.0,360.0,1.0,2
1533,1,0,0,0,0,4000,2500.0,140.0,360.0,1.0,0
1534,1,0,0,1,0,2000,0.0,141.0,360.0,1.0,2
1535,0,0,0,0,0,3762,1666.0,135.0,360.0,1.0,0
1536,0,0,0,0,0,2400,1863.0,104.0,360.0,0.0,2
1537,1,0,0,0,0,20233,0.0,480.0,360.0,1.0,0
1538,1,1,2,1,0,7667,0.0,185.0,360.0,0.83661879,0
1539,0,0,0,0,0,2917,0.0,84.0,360.0,1.0,1
1540,1,0,0,1,0,2927,2405.0,111.0,360.0,1.0,1
1541,0,0,0,0,0,2507,0.0,56.0,360.0,1.0,0
1542,1,1,2,0,1,5746,0.0,144.0,84.0,0.83661879,0
1543,1,1,0,0,0,2473,1843.0,159.0,360.0,1.0,0
1544,1,1,1,1,0,3399,1640.0,111.0,180.0,1.0,2
1545,1,1,2,0,0,3717,0.0,120.0,360.0,1.0,1
1546,1,1,0,0,0,2058,2134.0,88.0,360.0,0.83661879,2
1547,0,0,1,0,0,3541,0.0,112.0,360.0,0.83661879,1
1548,1,1,1,0,1,10000,0.0,155.0,360.0,1.0,0
1549,1,1,0,0,0,2400,2167.0,115.0,360.0,1.0,1
1550,1,1,3,0,0,4342,189.0,124.0,360.0,1.0,1
1551,1,1,2,1,0,3601,1590.0,141.0,360.0,1.0,0
1552,0,0,0,0,0,3166,2985.0,132.0,360.0,0.83661879,0
1553,1,1,3,0,0,15000,0.0,300.0,360.0,1.0,0
1554,1,1,1,0,1,8666,4983.0,376.0,360.0,0.0,0
1555,1,0,0,0,0,4917,0.0,130.0,360.0,0.0,0
1556,1,1,0,0,1,5818,2160.0,184.0,360.0,1.0,1
1557,0,1,0,0,0,4333,2451.0,110.0,360.0,1.0,2
1558,0,0,0,0,0,2500,0.0,67.0,360.0,1.0,2
1559,1,0,1,0,0,4384,1793.0,117.0,360.0,1.0,2
1560,1,0,0,0,0,2935,0.0,98.0,360.0,1.0,1
1561,1,0,0,0,0,2833,0.0,71.0,360.0,1.0,2
1562,1,1,0,0,1,63337,0.0,490.0,180.0,1.0,2
1563,1,1,1,0,1,9833,1833.0,182.0,180.0,1.0,2
1564,1,1,0,0,1,5503,4490.0,70.0,334.0,1.0,1
